data;surowiec nazwa;surowiec receptura;surowiec wyprodukowany
19-02-2024;0-2;5320;5460
19-02-2024;POLIMER;12.6;12.7
19-02-2024;woda czysta;1050;926
19-02-2024;POPIÓŁ LOTNY;250;251
19-02-2024;CEM II 42.5 BS;650;651
19-02-2024;CEM II/BS 42.5;650;651
19-02-2024;8-16;4050;4070
19-02-2024;2-8;1500;1565
19-02-2024;0-2;3700;3785
19-02-2024;POLIMER;10;10
19-02-2024;woda czysta;750;619
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;998
19-02-2024;CEM II/BS 42.5;1040;1038
19-02-2024;16-32;3200;3210
19-02-2024;8-16;3200;3205
19-02-2024;2-8;2400;2550
19-02-2024;0-2;5840;5935
19-02-2024;POLIMER;12.8;12.85
19-02-2024;woda czysta;1240;972
19-02-2024;POPIÓŁ LOTNY;480;483
19-02-2024;CEM II 42.5 BS;1000;1000
19-02-2024;CEM II/BS 42.5;1040;1039
19-02-2024;16-32;3200;3220
19-02-2024;8-16;3200;3210
19-02-2024;2-8;2400;2390
19-02-2024;0-2;5840;6035
19-02-2024;POLIMER;12.8;12.8
19-02-2024;woda czysta;1240;964
19-02-2024;POPIÓŁ LOTNY;480;479
19-02-2024;CEM II 42.5 BS;1000;999
19-02-2024;CEM II/BS 42.5;1040;1039
19-02-2024;16-32;3200;3235
19-02-2024;8-16;3200;3270
19-02-2024;2-8;2400;2410
19-02-2024;0-2;5840;6015
19-02-2024;POLIMER;12.8;12.85
19-02-2024;woda czysta;1240;963
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;1001
19-02-2024;CEM II/BS 42.5;1040;1038
19-02-2024;16-32;3200;3185
19-02-2024;8-16;3200;3205
19-02-2024;2-8;2400;2530
19-02-2024;0-2;5840;5895
19-02-2024;POLIMER;12.8;12.75
19-02-2024;woda czysta;1240;1149
19-02-2024;POPIÓŁ LOTNY;800;801
19-02-2024;CEM II 42.5 BS;560;558
19-02-2024;CEM II/BS 42.5;480;483
19-02-2024;8-16;6320;6405
19-02-2024;2-8;2640;2670
19-02-2024;0-2;5960;6120
19-02-2024;woda czysta;1280;1144
19-02-2024;POPIÓŁ LOTNY;340;343
19-02-2024;CEM II 42.5 BS;884;883
19-02-2024;CEM II/BS 42.5;884;883
19-02-2024;8-16;5508;5550
19-02-2024;2-8;2040;2065
19-02-2024;0-2;5032;5170
19-02-2024;POLIMER;13.6;13.6
19-02-2024;woda czysta;1020;842
19-02-2024;POPIÓŁ LOTNY;480;479
19-02-2024;CEM II 42.5 BS;1000;1002
19-02-2024;CEM II/BS 42.5;1040;1038
19-02-2024;16-32;3200;3205
19-02-2024;8-16;3200;3250
19-02-2024;2-8;2400;2395
19-02-2024;0-2;5840;5985
19-02-2024;POLIMER;12.8;12.8
19-02-2024;woda czysta;1240;1099
19-02-2024;POPIÓŁ LOTNY;511;512
19-02-2024;CEM II 42.5 BS;1022;1021
19-02-2024;CEM II/BS 42.5;730;729
19-02-2024;8-16;5110;5155
19-02-2024;2-8;2628;2635
19-02-2024;0-2;5548;5700
19-02-2024;POLIMER;13.14;13.15
19-02-2024;woda czysta;1095;990
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;1000
19-02-2024;CEM II/BS 42.5;1040;1040
19-02-2024;16-32;3200;3245
19-02-2024;8-16;3200;3215
19-02-2024;2-8;2400;2385
19-02-2024;0-2;5840;5980
19-02-2024;POLIMER;12.8;12.8
19-02-2024;woda czysta;1240;1131
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;997
19-02-2024;CEM II/BS 42.5;1040;1040
19-02-2024;16-32;3200;3200
19-02-2024;8-16;3200;3235
19-02-2024;2-8;2400;2425
19-02-2024;0-2;5840;5980
19-02-2024;POLIMER;12.8;12.85
19-02-2024;woda czysta;1240;1132
19-02-2024;POPIÓŁ LOTNY;540;540
19-02-2024;CEM II 42.5 BS;1125;1124
19-02-2024;CEM II/BS 42.5;1170;1170
19-02-2024;16-32;3600;3615
19-02-2024;8-16;3600;3595
19-02-2024;2-8;2700;2755
19-02-2024;0-2;6570;6715
19-02-2024;POLIMER;14.4;14.45
19-02-2024;woda czysta;1395;1290
19-02-2024;POPIÓŁ LOTNY;385;386
19-02-2024;CEM II 42.5 BS;1330;1329
19-02-2024;CEM II/BS 42.5;700;699
19-02-2024;2-8;7665;7715
19-02-2024;0-2;4900;5030
19-02-2024;POLIMER;11.2;11.15
19-02-2024;woda czysta;1120;975
19-02-2024;POPIÓŁ LOTNY;540;541
19-02-2024;CEM II 42.5 BS;1125;1125
19-02-2024;CEM II/BS 42.5;1170;1170
19-02-2024;16-32;3600;3630
19-02-2024;8-16;3600;3635
19-02-2024;2-8;2700;2720
19-02-2024;0-2;6570;6725
19-02-2024;POLIMER;14.4;14.4
19-02-2024;woda czysta;1395;1295
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;1001
19-02-2024;CEM II/BS 42.5;1040;1040
19-02-2024;16-32;3200;3180
19-02-2024;8-16;3200;3180
19-02-2024;2-8;2400;2695
19-02-2024;0-2;5840;5925
19-02-2024;POLIMER;12.8;12.85
19-02-2024;woda czysta;1240;1097
19-02-2024;POPIÓŁ LOTNY;800;798
19-02-2024;CEM II 42.5 BS;560;559
19-02-2024;CEM II/BS 42.5;480;479
19-02-2024;8-16;6320;6385
19-02-2024;2-8;2640;2660
19-02-2024;0-2;5960;6125
19-02-2024;woda czysta;1280;1109
19-02-2024;POPIÓŁ LOTNY;400;401
19-02-2024;CEM II 42.5 BS;280;280
19-02-2024;CEM II/BS 42.5;240;242
19-02-2024;8-16;3160;3185
19-02-2024;2-8;1320;1340
19-02-2024;0-2;2980;3070
19-02-2024;woda czysta;640;599
19-02-2024;POPIÓŁ LOTNY;240;241
19-02-2024;CEM II 42.5 BS;500;500
19-02-2024;CEM II/BS 42.5;520;520
19-02-2024;16-32;1600;1615
19-02-2024;8-16;1600;1615
19-02-2024;2-8;1200;1200
19-02-2024;0-2;2920;3005
19-02-2024;POLIMER;6.4;6.45
19-02-2024;woda czysta;620;502
19-02-2024;POPIÓŁ LOTNY;750;747
19-02-2024;CEM II 42.5 BS;525;523
19-02-2024;CEM II/BS 42.5;450;450
19-02-2024;8-16;5925;6015
19-02-2024;2-8;2475;2465
19-02-2024;0-2;5587.5;5755
19-02-2024;woda czysta;1200;1027
19-02-2024;POPIÓŁ LOTNY;480;480
19-02-2024;CEM II 42.5 BS;1000;1001
19-02-2024;CEM II/BS 42.5;1040;1042
19-02-2024;16-32;3200;3240
19-02-2024;8-16;3200;3210
19-02-2024;2-8;2400;2430
19-02-2024;0-2;5840;6010
19-02-2024;POLIMER;12.8;12.8
19-02-2024;woda czysta;1240;1083
19-02-2024;POPIÓŁ LOTNY;480;478
19-02-2024;CEM II 42.5 BS;1000;998
19-02-2024;CEM II/BS 42.5;1040;1039
19-02-2024;16-32;3200;3220
19-02-2024;8-16;3200;3225
19-02-2024;2-8;2400;2395
19-02-2024;0-2;5840;6005
19-02-2024;POLIMER;12.8;12.8
19-02-2024;woda czysta;1240;1078
19-02-2024;POPIÓŁ LOTNY;310;311
19-02-2024;CEM II 42.5 BS;806;806
19-02-2024;CEM II/BS 42.5;806;806
19-02-2024;8-16;5022;5030
19-02-2024;2-8;1860;1910
19-02-2024;0-2;4588;4700
19-02-2024;POLIMER;12.4;12.35
19-02-2024;woda czysta;930;800
19-02-2024;POPIÓŁ LOTNY;540;539
19-02-2024;CEM II 42.5 BS;1125;1126
19-02-2024;CEM II/BS 42.5;1170;1172
19-02-2024;16-32;3600;3610
19-02-2024;8-16;3600;3610
19-02-2024;2-8;2700;2725
19-02-2024;0-2;6570;6735
19-02-2024;POLIMER;14.4;14.4
19-02-2024;woda czysta;1395;1216
19-02-2024;POPIÓŁ LOTNY;800;795
19-02-2024;CEM II 42.5 BS;560;559
19-02-2024;CEM II/BS 42.5;480;480
19-02-2024;8-16;6320;6310
19-02-2024;2-8;2640;2785
19-02-2024;0-2;5960;6050
19-02-2024;woda czysta;1280;1139
19-02-2024;POPIÓŁ LOTNY;540;538
19-02-2024;CEM II 42.5 BS;1125;1127
19-02-2024;CEM II/BS 42.5;1170;1175
19-02-2024;16-32;3600;3610
19-02-2024;8-16;3600;3620
19-02-2024;2-8;2700;2770
19-02-2024;0-2;6570;6735
19-02-2024;POLIMER;14.4;14.45
19-02-2024;woda czysta;1395;1226
19-02-2024;POPIÓŁ LOTNY;450;449
19-02-2024;CEM II 42.5 BS;1170;1169
19-02-2024;CEM II/BS 42.5;1170;1169
19-02-2024;8-16;7290;7375
19-02-2024;2-8;2700;2715
19-02-2024;0-2;6660;6880
19-02-2024;POLIMER;18;18
19-02-2024;woda czysta;1350;1130
19-02-2024;POPIÓŁ LOTNY;400;402
19-02-2024;CEM II 42.5 BS;1040;1038
19-02-2024;CEM II/BS 42.5;1040;1038
19-02-2024;16-32;0;820
19-02-2024;8-16;6480;6560
19-02-2024;2-8;2400;2410
19-02-2024;0-2;5920;6100
19-02-2024;POLIMER;16;15.95
19-02-2024;woda czysta;1200;970
19-02-2024;POPIÓŁ LOTNY;450;450
19-02-2024;CEM II 42.5 BS;1170;1170
19-02-2024;CEM II/BS 42.5;1170;1170
19-02-2024;8-16;7290;7340
19-02-2024;2-8;2700;2745
19-02-2024;0-2;6660;6860
19-02-2024;POLIMER;18;17.95
19-02-2024;woda czysta;1350;1098
19-02-2024;POPIÓŁ LOTNY;330;329
19-02-2024;CEM II 42.5 BS;687.5;687
19-02-2024;CEM II/BS 42.5;715;715
19-02-2024;16-32;2200;2245
19-02-2024;8-16;2200;2210
19-02-2024;2-8;1650;1845
19-02-2024;0-2;4015;4160
19-02-2024;POLIMER;8.8;8.8
19-02-2024;woda czysta;852.5;713
22-02-2024;CEM II 42.5 BS;120;122
22-02-2024;CEM II/BS 42.5;440;440
22-02-2024;0-2;2900;2995
22-02-2024;ZM;7;7.1
22-02-2024;woda czysta;260;108
22-02-2024;CEM II 42.5 BS;60;58
22-02-2024;CEM II/BS 42.5;220;221
22-02-2024;0-2;1450;1500
22-02-2024;ZM;3.5;3.55
22-02-2024;woda czysta;130;29
22-02-2024;POPIÓŁ LOTNY;480;481
22-02-2024;CEM II 42.5 BS;1040;1036
22-02-2024;CEM II/BS 42.5;960;959
22-02-2024;16-32;3240;3345
22-02-2024;8-16;3280;3310
22-02-2024;2-8;2320;2305
22-02-2024;0-2;5720;5895
22-02-2024;POLIMER;13.6;13.65
22-02-2024;woda czysta;1280;918
22-02-2024;POPIÓŁ LOTNY;480;479
22-02-2024;CEM II 42.5 BS;1040;1041
22-02-2024;CEM II/BS 42.5;960;960
22-02-2024;16-32;3240;3275
22-02-2024;8-16;3280;3340
22-02-2024;2-8;2320;2380
22-02-2024;0-2;5720;5890
22-02-2024;POLIMER;13.6;13.6
22-02-2024;woda czysta;1280;907
22-02-2024;POPIÓŁ LOTNY;480;478
22-02-2024;CEM II 42.5 BS;1040;1038
22-02-2024;CEM II/BS 42.5;960;958
22-02-2024;16-32;3240;3425
22-02-2024;8-16;3280;3315
22-02-2024;2-8;2320;2345
22-02-2024;0-2;5720;5895
22-02-2024;POLIMER;13.6;13.6
22-02-2024;woda czysta;1280;870
22-02-2024;POPIÓŁ LOTNY;480;479
22-02-2024;CEM II 42.5 BS;1000;1000
22-02-2024;CEM II/BS 42.5;1040;1040
22-02-2024;16-32;3200;3245
22-02-2024;8-16;3200;3240
22-02-2024;2-8;2400;2390
22-02-2024;0-2;5840;6005
22-02-2024;POLIMER;12.8;12.8
22-02-2024;woda czysta;1240;968
22-02-2024;POPIÓŁ LOTNY;480;480
22-02-2024;CEM II 42.5 BS;1040;1039
22-02-2024;CEM II/BS 42.5;1120;1119
22-02-2024;8-16;6080;6145
22-02-2024;2-8;2400;2410
22-02-2024;0-2;6160;6330
22-02-2024;POLIMER;16;16.1
22-02-2024;woda czysta;1200;971
22-02-2024;POPIÓŁ LOTNY;440;442
22-02-2024;CEM II 42.5 BS;960;960
22-02-2024;CEM II/BS 42.5;960;960
22-02-2024;8-16;5600;5625
22-02-2024;2-8;2880;2940
22-02-2024;0-2;6080;6250
22-02-2024;POLIMER;14.4;14.3
22-02-2024;woda czysta;1200;1025
22-02-2024;POPIÓŁ LOTNY;440;440
22-02-2024;CEM II 42.5 BS;960;960
22-02-2024;CEM II/BS 42.5;960;961
22-02-2024;8-16;5600;5630
22-02-2024;2-8;2880;2915
22-02-2024;0-2;6080;6275
22-02-2024;POLIMER;14.4;14.45
22-02-2024;woda czysta;1200;1026
22-02-2024;POPIÓŁ LOTNY;160;162
22-02-2024;CEM II 42.5 BS;520;518
22-02-2024;CEM II/BS 42.5;560;561
22-02-2024;8-16;3040;3110
22-02-2024;2-8;1200;1205
22-02-2024;0-2;3080;3165
22-02-2024;POPIÓŁ;80;80
22-02-2024;POLIMER;8;8.05
22-02-2024;woda czysta;600;466
22-02-2024;POPIÓŁ LOTNY;45;45
22-02-2024;CEM II 42.5 BS;195;195
22-02-2024;CEM II/BS 42.5;195;196
22-02-2024;8-16;1215;1200
22-02-2024;2-8;450;470
22-02-2024;0-2;1110;1165
22-02-2024;POPIÓŁ;60;55
22-02-2024;POLIMER;3;3
22-02-2024;woda czysta;225;180
22-02-2024;POPIÓŁ LOTNY;240;240
22-02-2024;CEM II 42.5 BS;1040;1037
22-02-2024;CEM II/BS 42.5;1040;1039
22-02-2024;8-16;6480;6495
22-02-2024;2-8;2400;2720
22-02-2024;0-2;5920;6020
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;16.05
22-02-2024;woda czysta;1200;950
22-02-2024;POPIÓŁ LOTNY;105;106
22-02-2024;CEM II 42.5 BS;455;453
22-02-2024;CEM II/BS 42.5;455;454
22-02-2024;8-16;2835;2875
22-02-2024;2-8;1050;1040
22-02-2024;0-2;2590;2655
22-02-2024;POPIÓŁ;140;145
22-02-2024;POLIMER;7;7.05
22-02-2024;woda czysta;525;448
22-02-2024;POPIÓŁ LOTNY;240;239
22-02-2024;CEM II 42.5 BS;1040;1040
22-02-2024;CEM II/BS 42.5;1120;1121
22-02-2024;8-16;6080;6160
22-02-2024;2-8;2400;2730
22-02-2024;0-2;6160;6275
22-02-2024;POPIÓŁ;320;315
22-02-2024;POLIMER;16;16
22-02-2024;woda czysta;1200;953
22-02-2024;POPIÓŁ LOTNY;240;240
22-02-2024;CEM II 42.5 BS;1040;1040
22-02-2024;CEM II/BS 42.5;1040;1040
22-02-2024;8-16;6480;6525
22-02-2024;2-8;2400;2485
22-02-2024;0-2;5920;6055
22-02-2024;POPIÓŁ;320;330
22-02-2024;POLIMER;16;16.1
22-02-2024;woda czysta;1200;957
22-02-2024;CEM II 42.5 BS;480;479
22-02-2024;CEM II/BS 42.5;480;479
22-02-2024;0-32;9248;9345
22-02-2024;8-16;3136;3125
22-02-2024;2-8;1736;1755
22-02-2024;0-2;1200;1235
22-02-2024;POPIÓŁ;960;965
22-02-2024;woda czysta;1120;980
22-02-2024;CEM II 42.5 BS;480;480
22-02-2024;CEM II/BS 42.5;480;480
22-02-2024;0-32;9248;9315
22-02-2024;8-16;3136;3145
22-02-2024;2-8;1736;1735
22-02-2024;0-2;1200;1260
22-02-2024;POPIÓŁ;960;965
22-02-2024;woda czysta;1120;1003
22-02-2024;POPIÓŁ LOTNY;240;242
22-02-2024;CEM II 42.5 BS;1040;1037
22-02-2024;CEM II/BS 42.5;1040;1039
22-02-2024;8-16;6480;6580
22-02-2024;2-8;2400;2400
22-02-2024;0-2;5920;6100
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;16.05
22-02-2024;woda czysta;1200;973
22-02-2024;POPIÓŁ LOTNY;240;241
22-02-2024;CEM II 42.5 BS;1040;1040
22-02-2024;CEM II/BS 42.5;1040;1039
22-02-2024;8-16;6480;6515
22-02-2024;2-8;2400;2420
22-02-2024;0-2;5920;6090
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;16.05
22-02-2024;woda czysta;1200;1067
22-02-2024;POPIÓŁ LOTNY;240;240
22-02-2024;CEM II 42.5 BS;1040;1039
22-02-2024;CEM II/BS 42.5;1040;1039
22-02-2024;8-16;6480;6565
22-02-2024;2-8;2400;2590
22-02-2024;0-2;5920;6070
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;16
22-02-2024;woda czysta;1200;962
22-02-2024;CEM II 42.5 BS;480;478
22-02-2024;CEM II/BS 42.5;480;481
22-02-2024;0-32;9248;9330
22-02-2024;8-16;3136;3170
22-02-2024;2-8;1736;1755
22-02-2024;0-2;1200;1250
22-02-2024;POPIÓŁ;960;955
22-02-2024;woda czysta;1120;1033
22-02-2024;POPIÓŁ LOTNY;159;159
22-02-2024;CEM II 42.5 BS;689;689
22-02-2024;CEM II/BS 42.5;689;688
22-02-2024;8-16;4425.5;4470
22-02-2024;2-8;1325;1340
22-02-2024;0-2;4054.5002;4170
22-02-2024;POPIÓŁ;212;205
22-02-2024;POLIMER;10.6;10.6
22-02-2024;woda czysta;795;662
22-02-2024;POPIÓŁ LOTNY;45;45
22-02-2024;CEM II 42.5 BS;195;195
22-02-2024;CEM II/BS 42.5;195;196
22-02-2024;8-16;1252.5;1265
22-02-2024;2-8;375;390
22-02-2024;0-2;1147.5;1185
22-02-2024;POPIÓŁ;60;60
22-02-2024;POLIMER;3;2.9
22-02-2024;woda czysta;225;173
22-02-2024;POPIÓŁ LOTNY;400;401
22-02-2024;CEM II 42.5 BS;560;558
22-02-2024;CEM II/BS 42.5;480;480
22-02-2024;8-16;6320;6360
22-02-2024;2-8;2640;2645
22-02-2024;0-2;5960;6125
22-02-2024;POPIÓŁ;400;405
22-02-2024;woda czysta;1280;1142
22-02-2024;CEM II 42.5 BS;480;481
22-02-2024;CEM II/BS 42.5;480;482
22-02-2024;0-32;9248;9335
22-02-2024;8-16;3136;3130
22-02-2024;2-8;1736;1775
22-02-2024;0-2;1200;1220
22-02-2024;POPIÓŁ;960;960
22-02-2024;woda czysta;1120;1022
22-02-2024;CEM II 42.5 BS;480;480
22-02-2024;CEM II/BS 42.5;480;479
22-02-2024;0-32;9248;9345
22-02-2024;8-16;3136;3170
22-02-2024;2-8;1736;1760
22-02-2024;0-2;1200;1235
22-02-2024;POPIÓŁ;960;960
22-02-2024;woda czysta;1120;981
22-02-2024;POPIÓŁ LOTNY;63;65
22-02-2024;CEM II 42.5 BS;273;274
22-02-2024;CEM II/BS 42.5;273;272
22-02-2024;8-16;1753.4999;1780
22-02-2024;2-8;525;520
22-02-2024;0-2;1606.4999;1645
22-02-2024;POPIÓŁ;84;85
22-02-2024;POLIMER;4.2;4.15
22-02-2024;woda czysta;315;222
22-02-2024;POPIÓŁ LOTNY;240;242
22-02-2024;CEM II 42.5 BS;1040;1039
22-02-2024;CEM II/BS 42.5;1040;1039
22-02-2024;8-16;6680;6840
22-02-2024;2-8;2000;2005
22-02-2024;0-2;6120;6300
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;16.05
22-02-2024;woda czysta;1200;990
22-02-2024;POPIÓŁ LOTNY;300;301
22-02-2024;CEM II 42.5 BS;1300;1302
22-02-2024;CEM II/BS 42.5;1300;1300
22-02-2024;8-16;8350;8525
22-02-2024;2-8;2500;2510
22-02-2024;0-2;7650;7865
22-02-2024;POPIÓŁ;400;395
22-02-2024;POLIMER;20;20
22-02-2024;woda czysta;1500;1234
22-02-2024;POPIÓŁ LOTNY;90;91
22-02-2024;CEM II 42.5 BS;360;358
22-02-2024;CEM II/BS 42.5;360;358
22-02-2024;8-16;2100;2125
22-02-2024;2-8;1080;1245
22-02-2024;0-2;2280;2365
22-02-2024;POPIÓŁ;120;115
22-02-2024;POLIMER;5.4;5.45
22-02-2024;woda czysta;450;379
22-02-2024;CEM II 42.5 BS;480;478
22-02-2024;CEM II/BS 42.5;480;480
22-02-2024;0-32;9248;9320
22-02-2024;8-16;3136;3140
22-02-2024;2-8;1736;1750
22-02-2024;0-2;1200;1240
22-02-2024;POPIÓŁ;960;965
22-02-2024;woda czysta;1120;1115
22-02-2024;POPIÓŁ LOTNY;270;271
22-02-2024;CEM II 42.5 BS;1170;1170
22-02-2024;CEM II/BS 42.5;1260;1259
22-02-2024;8-16;7065;7085
22-02-2024;2-8;2250;2265
22-02-2024;0-2;7155;7320
22-02-2024;POPIÓŁ;360;370
22-02-2024;POLIMER;18;18.05
22-02-2024;woda czysta;1350;1205
22-02-2024;CEM II 42.5 BS;480;482
22-02-2024;CEM II/BS 42.5;480;480
22-02-2024;0-32;9248;9315
22-02-2024;8-16;3136;3180
22-02-2024;2-8;1736;1755
22-02-2024;0-2;1200;1260
22-02-2024;POPIÓŁ;960;955
22-02-2024;woda czysta;1120;1094
22-02-2024;POPIÓŁ LOTNY;270;272
22-02-2024;CEM II 42.5 BS;1170;1171
22-02-2024;CEM II/BS 42.5;1170;1169
22-02-2024;8-16;7515;7585
22-02-2024;2-8;2250;2260
22-02-2024;0-2;6885;7105
22-02-2024;POPIÓŁ;360;365
22-02-2024;POLIMER;18;17.95
22-02-2024;woda czysta;1350;1114
22-02-2024;POPIÓŁ LOTNY;195;192
22-02-2024;CEM II 42.5 BS;845;845
22-02-2024;CEM II/BS 42.5;845;844
22-02-2024;8-16;5427.5;5530
22-02-2024;2-8;1625;1620
22-02-2024;0-2;4972.5;5080
22-02-2024;POPIÓŁ;260;205
22-02-2024;POLIMER;13;13.05
22-02-2024;woda czysta;975;817
22-02-2024;POPIÓŁ LOTNY;270;269
22-02-2024;CEM II 42.5 BS;1170;1170
22-02-2024;CEM II/BS 42.5;1170;1169
22-02-2024;8-16;7515;7550
22-02-2024;2-8;2250;2265
22-02-2024;0-2;6885;7060
22-02-2024;POPIÓŁ;360;345
22-02-2024;POLIMER;18;18.05
22-02-2024;woda czysta;1350;1170
22-02-2024;POPIÓŁ LOTNY;240;241
22-02-2024;CEM II 42.5 BS;1040;1038
22-02-2024;CEM II/BS 42.5;1040;1040
22-02-2024;8-16;6680;6740
22-02-2024;2-8;2000;2030
22-02-2024;0-2;6120;6280
22-02-2024;POPIÓŁ;320;320
22-02-2024;POLIMER;16;15.95
22-02-2024;woda czysta;1200;1026
22-02-2024;POPIÓŁ LOTNY;240;241
22-02-2024;CEM II 42.5 BS;1040;1039
22-02-2024;CEM II/BS 42.5;1040;1038
22-02-2024;8-16;6680;6745
22-02-2024;2-8;2000;2015
22-02-2024;0-2;6120;6275
22-02-2024;POPIÓŁ;320;325
22-02-2024;POLIMER;16;15.95
22-02-2024;woda czysta;1200;1000
23-02-2024;CEM II 42.5 BS;120;121
23-02-2024;CEM II/BS 42.5;440;439
23-02-2024;0-2;2900;3000
23-02-2024;ZM;7;7.05
23-02-2024;woda czysta;260;103
23-02-2024;CEM II 42.5 BS;90;90
23-02-2024;CEM II/BS 42.5;330;331
23-02-2024;0-2;2175;2250
23-02-2024;ZM;5.25;5.3
23-02-2024;woda czysta;195;82
23-02-2024;POPIÓŁ LOTNY;225;226
23-02-2024;CEM II 42.5 BS;975;976
23-02-2024;CEM II/BS 42.5;600;600
23-02-2024;8-16;5700;5740
23-02-2024;2-8;2700;2860
23-02-2024;0-2;5475;5635
23-02-2024;POPIÓŁ;225;225
23-02-2024;POLIMER;6;6
23-02-2024;woda czysta;1200;1004
23-02-2024;CEM II 42.5 BS;540;538
23-02-2024;CEM II/BS 42.5;540;540
23-02-2024;0-32;10404;10455
23-02-2024;8-16;3528;3645
23-02-2024;2-8;1953;1955
23-02-2024;0-2;1350;1415
23-02-2024;POPIÓŁ;1080;1075
23-02-2024;woda czysta;1260;1196
23-02-2024;CEM II 42.5 BS;540;537
23-02-2024;CEM II/BS 42.5;540;538
23-02-2024;0-32;10404;10435
23-02-2024;8-16;3528;3540
23-02-2024;2-8;1953;1975
23-02-2024;0-2;1350;1375
23-02-2024;POPIÓŁ;1080;1075
23-02-2024;woda czysta;1260;1220
23-02-2024;POPIÓŁ LOTNY;210;210
23-02-2024;CEM II 42.5 BS;910;908
23-02-2024;CEM II/BS 42.5;910;909
23-02-2024;8-16;5845;5885
23-02-2024;2-8;1750;1775
23-02-2024;0-2;5355;5485
23-02-2024;POPIÓŁ;280;265
23-02-2024;POLIMER;14;14.05
23-02-2024;woda czysta;1050;937
23-02-2024;CEM II 42.5 BS;540;540
23-02-2024;CEM II/BS 42.5;540;540
23-02-2024;0-32;10404;10420
23-02-2024;8-16;3528;3490
23-02-2024;2-8;1953;1990
23-02-2024;0-2;1350;1390
23-02-2024;POPIÓŁ;1080;1120
23-02-2024;woda czysta;1260;1259
23-02-2024;POPIÓŁ LOTNY;216;219
23-02-2024;CEM II 42.5 BS;936;935
23-02-2024;CEM II/BS 42.5;936;936
23-02-2024;8-16;6012;6090
23-02-2024;2-8;1800;1830
23-02-2024;0-2;5508;5655
23-02-2024;POPIÓŁ;288;290
23-02-2024;POLIMER;14.4;14.35
23-02-2024;woda czysta;1080;832
23-02-2024;POPIÓŁ LOTNY;150;151
23-02-2024;CEM II 42.5 BS;600;598
23-02-2024;CEM II/BS 42.5;600;602
23-02-2024;8-16;3500;3465
23-02-2024;2-8;1800;1945
23-02-2024;0-2;3800;3865
23-02-2024;POPIÓŁ;200;185
23-02-2024;POLIMER;9;9.1
23-02-2024;woda czysta;750;571
23-02-2024;POPIÓŁ LOTNY;180;180
23-02-2024;CEM II 42.5 BS;780;783
23-02-2024;CEM II/BS 42.5;780;779
23-02-2024;8-16;5010;5085
23-02-2024;2-8;1500;1505
23-02-2024;0-2;4590;4710
23-02-2024;POPIÓŁ;240;240
23-02-2024;POLIMER;12;12
23-02-2024;woda czysta;900;771
23-02-2024;POPIÓŁ LOTNY;240;241
23-02-2024;CEM II 42.5 BS;960;960
23-02-2024;CEM II/BS 42.5;960;960
23-02-2024;8-16;5600;5725
23-02-2024;2-8;2880;3040
23-02-2024;0-2;6080;6255
23-02-2024;POPIÓŁ;320;325
23-02-2024;POLIMER;14.4;14.4
23-02-2024;woda czysta;1200;993
23-02-2024;POPIÓŁ LOTNY;240;241
23-02-2024;CEM II 42.5 BS;960;958
23-02-2024;CEM II/BS 42.5;960;958
23-02-2024;8-16;5600;5640
23-02-2024;2-8;2880;2905
23-02-2024;0-2;6080;6245
23-02-2024;POPIÓŁ;320;320
23-02-2024;POLIMER;14.4;14.35
23-02-2024;woda czysta;1200;1038
23-02-2024;POPIÓŁ LOTNY;165;165
23-02-2024;CEM II 42.5 BS;715;716
23-02-2024;CEM II/BS 42.5;770;764
23-02-2024;8-16;4317.5;4360
23-02-2024;2-8;1375;1395
23-02-2024;0-2;4372.5;4495
23-02-2024;POPIÓŁ;220;305
23-02-2024;POLIMER;11;11.05
23-02-2024;woda czysta;825;717
23-02-2024;POPIÓŁ LOTNY;240;242
23-02-2024;CEM II 42.5 BS;960;960
23-02-2024;CEM II/BS 42.5;960;960
23-02-2024;8-16;5600;5640
23-02-2024;2-8;2880;2870
23-02-2024;0-2;6080;6265
23-02-2024;POPIÓŁ;320;345
23-02-2024;POLIMER;14.4;14.4
23-02-2024;woda czysta;1200;1041
23-02-2024;POPIÓŁ LOTNY;240;241
23-02-2024;CEM II 42.5 BS;960;964
23-02-2024;CEM II/BS 42.5;960;961
23-02-2024;8-16;5600;5620
23-02-2024;2-8;2880;2900
23-02-2024;0-2;6080;6255
23-02-2024;POPIÓŁ;320;310
23-02-2024;POLIMER;14.4;14.4
23-02-2024;woda czysta;1200;1053
23-02-2024;POPIÓŁ LOTNY;183;185
23-02-2024;CEM II 42.5 BS;732;730
23-02-2024;CEM II/BS 42.5;732;731
